Date,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Walking duration (ms),Running duration (ms)
2023-07-22,13,1610.459131486378,499.0647819389752,1.0,1,,,,,3.224944286306194,8.970000267028809,0.2504701381161848,954,,,,,908169,
2023-07-23,15,1605.14425690692,849.8896371320051,7.0,7,14.002361297607422,121.92189025878906,14.00352954864502,121.92400360107422,0.3252783529691347,1.162817470149067,0.2504701381161848,1541,,,,,825601,
2023-07-24,5,1559.6381386584744,226.00113231560368,,,,,,,0.27841249152044656,0.5216169931273763,0.2504701381161848,543,,,,,118659,
2023-07-25,17,1623.7603610841566,816.8494911675732,5.0,5,,,,,0.29887245417055625,1.1732189058617146,0.2504701381161848,1480,,,,,1114804,
2023-07-26,3,1559.1474433264557,225.86404071857038,,,,,,,0.29304829010025146,0.9241964905917224,0.2697370718174298,509,,,,,111036,
2023-07-27,18,1595.7384118344946,918.4279006580625,4.0,4,,,,,0.29804474665562797,1.2836332436076507,0.2697370718174298,1652,,,,,679481,
2023-07-28,21,1625.2189806962897,1188.4712304797104,10.0,8,,,,,0.4733756568934444,1.674931565013509,0.2504701381161848,2200,,,,,1137465,
2023-07-29,5,1552.0000149011612,206.92686795137115,,,,,,,0.32226643553679574,0.553197957853829,0.2601036049668073,634,,,,,,
2023-07-30,4,1566.7621362690163,147.9700508255615,,,,,,,0.28104259359952805,0.6686467994005328,0.2504701381161848,464,,,,,229331,
2023-07-31,25,1645.4376139321803,1350.1733850125702,6.0,6,,,,,0.3248380579389078,1.260265293535462,0.2504701381161848,2476,,,,,1451562,
2023-08-01,4,1567.0499361941713,212.52277203352168,,,,,,,0.28393927525992785,0.28900400794441333,0.2504701381161848,473,,,,,233802,
2023-08-02,38,1657.9705226336089,2182.1283393899794,16.0,12,,,,,0.3737857781592318,1.9485804919653829,0.2504701381161848,3825,,,,,1646262,
2023-08-03,78,1831.115137484163,4062.7059225725134,32.0,29,,,,,0.6738414211740614,8.174181938171387,0.2477658610929384,6772,,,,,4334919,
2023-08-04,137,2087.9308895507943,5209.730084247706,12.0,12,,,,,0.8307386756362729,13.840420722961426,0.2504701381161848,9180,,,,,8325742,
2023-08-05,24,1600.4511795308688,908.7176867143629,2.0,2,,,,,1.6301114758613768,16.944997787475586,0.26833246450597137,1702,,,,,752693,
2023-08-06,1,1558.5417825132636,80.92112154522893,,,,,,,0.3619528492299963,0.46485928106332675,0.2793705386680523,267,,,,,101627,
2023-08-07,4,1552.000014901161,226.89485656412228,,,,,,,0.5349037761635015,0.9407965776746435,0.28900397592466764,629,,,,,,
2023-08-08,7,1552.0000149011612,420.47379168113315,,,,,,,0.3662624194211204,0.7841193948181099,0.2504701381161848,1077,,,,,,
2023-08-09,,1561.0547485075185,57.22279309269761,,,,,,,0.2870867555080538,0.289003989077559,0.2697370718174298,150,,,,85120,49816,
2023-08-10,13,1565.673890790451,520.3467950426306,,,,,,,0.4002228320553613,1.3795891487619187,0.2504701381161848,1119,,,,,212425,
2023-08-11,3,1561.3013402836475,180.7009120282412,,,,,,,0.3547433741366135,0.927824202022807,0.2697370718174298,495,,,,,144497,
2023-08-12,6,1569.2991012992563,284.48895705545766,,,,,,,0.2878009702247845,0.36429077047467734,0.2686436450516057,624,,,,,268743,
2023-08-13,12,1581.6316274143617,430.03796021178806,,,,,,,0.36439396859331524,0.6155065535396523,0.24659044839477368,1009,,,,,460330,
2023-08-14,3,1560.9366821364765,220.5642416058297,,,,,,,0.41551110687330545,0.9460783619462682,0.2890039775243436,589,,,,,138832,
2023-08-15,5,1552.0000149011612,158.37419502423379,,,,,,,0.3160107298011979,0.560463092471609,0.2793705386680523,372,,,,,,
2023-08-16,3,1554.1787588212496,95.37132182116268,,,,,,,0.2851705645569578,0.28900401143747695,0.2697370718174298,277,,,,,33847,
2023-08-17,2,1566.7642604912328,106.47486808006042,,,,,,,0.40278585921045856,0.6779106219434159,0.2697370718174298,260,,,,,229364,
2023-08-18,2,1552.0000149011612,128.3177784502916,,,,,,,0.2887334915999612,0.2890040020775108,0.2504701381161848,278,,,,,,
2023-08-19,4,1570.8444407765976,227.86336313799927,,,,,,,0.6053127072451399,1.4253233037872786,0.2601036049668073,554,,,,,292750,
2023-08-20,2,1568.9628948557129,267.61770911029276,,,,,,,0.2978565735424934,0.49954858929529755,0.2504701381161848,778,,,,,263520,
2023-08-21,6,1594.140142121589,259.31605513505065,,,,,,,0.33202872966516656,1.1351742123354258,0.28900398294697394,649,,,,,654651,
2023-08-22,5,1569.0307412259012,147.97005082556151,,,,,,,0.2759398664917421,0.7277079275650086,0.2504701381161848,421,,,,,264574,
2023-08-23,1,1552.0000149011612,55.48876905958556,,,,,,,0.2717370238927595,0.2890039956540051,0.2504701381161848,245,,,,,,
2023-08-24,5,1557.462999479117,211.5509320396699,,,,,,,0.29021168411544185,0.3221382215064451,0.28900398085700174,495,,,,,84868,
2023-08-25,7,1578.6599692741756,335.97440257662254,,,,,,,0.35390238287312076,0.7924303377124953,0.2504701381161848,761,,,,,414165,
2023-08-26,3,1557.4649305902228,160.68622706838318,,,,,,,0.2793996426457727,0.40935413570132306,0.2601036049668073,447,,,,,84898,
2023-08-27,4,1557.2497054944322,160.4289163840166,,,,,,,0.2801012043934052,0.872777826221867,0.2601036049668073,560,,,,,81555,
2023-08-28,4,1558.5430055502975,205.7708519292964,,,,,,,0.2887089215430588,0.37182654238542706,0.2491493688755277,537,,,,,101646,
2023-08-29,8,1561.8083213193263,307.0238177743338,,,,,,,0.30633126991010334,0.541318651018706,0.2601036049668073,631,,,,,152373,
2023-08-30,,1555.3410945959133,19.074264364232537,,,,,,,0.28900398702241964,0.28900398702241964,0.28900398702241964,109,,,,,51904,
2023-08-31,4,1552.0000149011612,174.40155831891394,,,,,,,0.2748524943921878,0.8955726354365984,0.2504701381161848,387,,,,,,
2023-09-01,3,1560.9456296179342,133.94502618326743,,,,,,,0.3273474488991036,0.7474241522034692,0.2890039920668526,326,,,,,138971,
2023-09-02,32,1715.8512621177767,1741.8162613126228,13.0,13,,,,,0.6511119242587311,1.576520089705885,0.2504701381161848,2873,,,,,2545445,
2023-09-03,1,1562.9302968718757,157.21817900215908,,,,,,,0.28048001514402876,0.28900399773077756,0.2697370718174298,353,,,,,169803,
2023-09-04,80,1843.8381534740627,4834.001396591451,45.0,45,,,,,0.48209253110088884,1.5648714916021687,0.2580861255760827,7910,,,,,4533735,
2023-09-05,89,1891.6133054707702,5557.851834147888,58.0,58,,,,,0.3875990056398252,1.2488255933202133,0.2601036049668073,8973,,,,,5275926,
2023-09-06,86,1875.928748570061,5414.617503169622,68.0,68,,,,,0.32636105268945714,1.214841419214482,0.2601036049668073,8668,,,,,5032265,
2023-09-07,85,1884.7454567503794,5215.056492066291,43.0,43,,,,,0.56655265960057,1.186214861391396,0.2601036049668073,8461,,,,,5169233,
2023-09-08,84,1879.4380196645297,5357.399575407707,57.0,57,,,,,0.33834653385642416,2.180000066757202,0.2793705386680523,8594,,,,,5086782,
2023-09-09,5,1560.743313544402,189.5386442513032,,,,,,,0.45959009922653604,1.1864187105544566,0.2504556200445506,486,,,,,135828,
2023-09-10,16,1599.5798889959033,780.4654917494893,,,,,,,0.29091741511855673,0.6828895569620697,0.2504701381161848,1696,,,,,739158,
2023-09-11,83,1868.2210033872457,5382.919552102588,68.0,68,14.0011625289917,121.9220199584961,14.003503799438477,121.92634582519531,0.5266661978836883,1.2370824373176061,0.2697370718174298,8622,,,,,4912524,
2023-09-12,79,1854.6049492558473,4922.297366051584,59.0,59,,,,,0.3309851767787899,1.3102979451389996,0.2697370718174298,8030,,,,,4700998,
2023-09-13,86,1885.1731978603443,5281.129411803301,61.0,61,,,,,0.4593662744952082,1.2456107622467858,0.2504701381161848,8498,,,,,5175878,
2023-09-14,84,1872.3005940693072,5107.513195551751,55.0,55,,,,,0.35904518334883095,1.220765768293167,0.2504701381161848,8347,,,,,4975900,
2023-09-15,85,1884.484039572074,5366.721975974545,62.0,62,,,,,0.33902009319916815,1.3666088581085205,0.2890039775243436,8652,,,,,5165172,
2023-09-16,130,2044.7784218565835,7878.041474028332,73.0,73,,,,,2.9417423720923592,7.73469352722168,0.2601036049668073,12816,,,,,7655361,
2023-09-17,120,1994.2353933801055,2934.2100096295953,77.0,77,,,,,0.6870064735525766,13.760000228881836,0.2504701381161848,5136,,,,3556767,3073966,
2023-09-18,103,1954.7119739274199,5375.512766679732,42.0,42,,,,,0.5398290354589608,1.2610189247048598,0.2504701381161848,9157,,,,,6256171,
2023-09-19,81,1883.881554142098,2955.508700424489,43.0,43,,,,,0.6264474223101355,13.869999885559082,0.2601036049668073,5169,,,,1639427,3406021,
2023-09-20,116,2001.9647376955731,7409.903706113523,87.0,87,,,,,0.6044598571205434,1.213694543415926,0.2890039946915983,11806,,,,,6990246,
2023-09-21,142,2099.637142686379,7321.096916356946,90.0,90,,,,,0.648736497153708,1.3706803598318658,0.2890039775243436,11942,,,,1143510,7287107,
2023-09-22,128,2041.467700635498,7466.002154718927,105.0,105,,,,,0.4276278319741786,1.2339936083925716,0.2793705386680523,11876,,,,751728,6801595,
2023-09-23,124,2018.853037110576,7564.671802828339,76.0,76,,,,,0.6520734383592081,1.2922834583257443,0.2890039854239779,12081,,,,,7244599,
2023-09-24,114,2004.6233449281456,7657.839528302115,106.0,106,14.00119686126709,121.92195129394531,14.003396987915039,121.92630767822266,0.576491598915294,1.3058474789341104,0.2720535095887295,12076,,,,,6942255,
2023-09-25,120,2017.7294578655797,7557.0494469744735,70.0,70,,,,,0.6284762641622821,1.2640198469161987,0.29148588522188884,12029,,,,,7146088,
2023-09-26,132,2083.074981857625,7879.267089647164,50.0,50,,,,,0.5282222883848477,1.1884792501650536,0.26233731281770345,12753,,,,,8162380,
2023-09-27,109,1972.0347112066006,6961.374319559431,87.0,87,,,,,0.5940940770196839,1.5459069013651436,0.2914858895634384,11027,,,,,6435417,
2023-09-28,84,1889.904588236646,5385.819017301889,50.0,50,,,,,0.5345656619556067,1.4094133307667274,0.2817697063597555,8625,,,,,5158083,
2023-09-29,116,2024.1630131981312,7506.595807526371,93.0,93,,,,,0.44295739693235425,1.2113117440754995,0.29148589318139645,11822,,,,,7246147,
2023-09-30,122,2017.9665875526873,7748.052491567036,89.0,89,,,,,0.4824391462111106,1.2237528495066767,0.2817697063597555,12273,,,,,7149776,
2023-10-01,126,2029.8275291992984,7632.68673091221,74.0,74,,,,,0.5957733565009902,1.2386001285460728,0.2720535095887295,12327,,,,,7334246,
2023-10-02,118,2019.3705465109108,8247.341811034983,110.0,110,,,,,0.5061331803196248,1.2243677505292776,0.26233731281770345,12750,,,,,7171612,
2023-10-03,115,2006.3594563630347,7897.154280745095,103.0,103,,,,,0.6754705819450756,1.3084762647384407,0.2914858865484734,12140,,,,,6969256,
2023-10-04,117,2011.9757608887185,7963.082073792587,101.0,101,,,,,0.3720229159987041,1.2291780005339776,0.26233731281770345,12561,,,,,7056604,
2023-10-05,1,1575.2911736343358,63.54392688251039,,,,,,,0.29148588686224797,0.29148589886675935,0.2914858748960417,177,,,,,265034,
2023-10-06,111,2018.9301758060403,7777.186563707075,105.0,105,,,,,0.5743763177357092,1.2338089908025214,0.29148587328262815,12047,,,,,6974864,84520
2023-10-07,115,1991.4771624020323,7912.163393149609,106.0,106,,,,,0.6472309577474448,1.4067279671127284,0.2662782264777094,12220,,,,,6737798,
2023-10-08,111,1988.4172442862953,7760.9702679233205,104.0,104,,,,,0.6482412534073408,1.2389007088707022,0.25262111604667736,12207,,,,,6690209,
2023-10-09,113,1976.1806542319234,7721.716025525284,98.0,98,,,,,0.5093533998573613,1.2191945301345564,0.2811399566615943,12127,,,,,6499898,
2023-10-10,,1558.2500089406967,34.97830837569379,,,,,,,0.2769116011905709,0.2914858895634384,0.26233731281770345,125,,,,,,
2023-10-11,2,1569.7313227810153,75.78633481400321,,,,,,,0.29148589310274525,0.2914858966420521,0.2914858895634384,256,,,,,178564,
2023-10-12,120,2014.3857154375019,7668.244026841834,96.0,96,,,,,0.49152448905973756,1.2789692774188473,0.24836244197277554,12068,,,,,7094085,
2023-10-13,114,1998.446104633293,7886.75979316178,105.0,105,,,,,0.43534184787290053,1.227322211122525,0.25262111604667736,12240,,,,,6846183,
2023-10-14,4,1579.3447787829045,214.6580249473095,,,,,,,0.31607857762083175,0.8781665205653545,0.25262111604667736,587,,,,,328078,
2023-10-15,10,1563.698945688293,301.00499763353713,,,,,,,0.29059343918237696,1.0181985878839794,0.2817697063597555,535,,,,,84745,
2023-10-16,120,2020.7590896261145,8013.161475027713,108.0,108,,,,,0.37138880786767503,1.2285629920420555,0.25262111604667736,12571,,,,,7193208,
2023-10-17,92,1902.1968791798931,5813.775265771994,54.0,54,14.001723289489746,121.92473602294922,14.00232219696045,121.92623901367188,0.5260679780790227,1.2598446044444795,0.26233731281770345,9325,,,,,5349259,
2023-10-18,123,2033.9351648740403,5855.0187255405,99.0,99,14.00047492980957,121.9219970703125,14.003522872924805,121.92839813232422,0.3803367607894183,1.404381288112097,0.23292869188944604,12527,,,,,7398130,
2023-10-19,113,2003.444955154762,4412.542666545485,108.0,108,14.001133918762207,121.92222595214844,14.00335693359375,121.9263687133789,0.3702266579479527,2.6500000953674316,0.2330757319279769,12299,,,,,6923928,
2023-10-20,,1563.6981741119052,16.32321057532377,,,,,,,0.2720535095887295,0.2720535095887295,0.2720535095887295,114,,,,,84733,
2023-10-21,119,2005.6504310608877,5818.860878156609,96.0,96,14.001152992248535,121.92214965820312,14.003363609313965,121.92638397216797,0.40447076097185397,2.2650169600561814,0.25262111604667736,12204,,,,,6958228,
2023-10-22,7,1575.477509331953,280.4094388118119,,,,,,,0.2918992825934862,0.5267323071380424,0.26233731281770345,600,,,,,267932,
2023-10-23,134,2062.718968233892,8709.839772475096,107.0,107,,,,,0.5640599598024736,1.2201702688691507,0.2720535095887295,13808,,,,,7845792,
2023-10-24,95,1915.3979945331537,6572.401106768968,84.0,83,,,,,0.3713834496954382,1.7791764372360932,0.2720535095887295,10191,,,,,5554571,
2023-10-25,11,1593.666809088242,657.9949912922324,3.0,3,,,,,0.3609497886992972,1.2609003108549468,0.2764866241741392,1288,,,,,550823,
2023-10-26,52,1697.3145682302631,2625.905763406746,15.0,15,,,,,0.5730857538528625,1.2652959162561073,0.26233731281770345,4718,,,,,2162813,
2023-10-27,152,2127.5927853045346,9681.084665522998,120.0,120,,,,,0.5835109919706161,1.2417877996730518,0.2914858895634384,15096,,,,,8854747,
2023-10-28,1,1569.7747882508525,123.5900229274514,,,,,,,0.2914858940632532,0.2914858976033453,0.2914858818106714,317,,,,,179240,
2023-10-29,120,2033.106280436887,8055.5420876699145,99.0,99,,,,,0.35900816816469927,1.2338089771249139,0.25262111604667736,12610,,,,,7385238,
2023-10-30,39,1694.546359888913,1141.3667655756246,18.0,18,14.001873016357422,121.92046356201172,14.003265380859375,121.92208099365234,0.5839540253235252,2.85137540768059,0.29148587328262815,1786,,,,889784,1170008,
2023-10-31,14,1582.2934222463302,511.89827005403515,,,,,,,0.3262266696122162,0.8882137613972965,0.25262111604667736,1044,,,,,373937,
2023-11-01,2,1565.8763985522655,68.79067313886446,,,,,,,0.29148589478394954,0.2914859146108422,0.2914858748960417,146,,,,,118610,
2023-11-02,131,2059.2128404626396,8485.704074891202,110.0,110,,,,,0.5998984302478602,1.233809000243702,0.25262111604667736,13360,,,,,7791264,
2023-11-03,120,2022.1517244298052,7648.164312243879,90.0,90,,,,,0.7445849470478204,1.358525326699194,0.29148587328262815,12092,,,,,7214867,
2023-11-04,2,1574.760457675699,184.23260715001348,,,,,,,0.4069906496420556,1.2404601639369564,0.2720535095887295,373,,,,,256780,
2023-11-05,7,1568.59254033088,302.77405063449817,,,,,,,0.30166781723263886,0.6033516936975921,0.25262111604667736,609,,,,,160853,
2023-11-06,6,1570.2281536766277,223.86117360444032,,,,,,,0.3664810348589103,0.8118307646878533,0.26233731281770345,465,,,,,186291,
2023-11-07,10,1571.9118619505382,483.55560450997206,,,,,,,0.30564976708552527,1.0586232684800194,0.2720535095887295,1014,,,,,212477,
2023-11-08,5,1600.1047487709059,242.51627140481028,,,,,,,0.29090209016338264,0.5615315207043167,0.25262111604667736,621,,,,,650949,
2023-11-09,4,1600.9505893858634,249.4739427076978,,,,,,,0.44781474737116417,0.9640728994427911,0.2720535095887295,756,,,,,664104,
2023-11-10,136,2095.302011891903,8640.156236993167,88.0,88,,,,,0.4532667700452782,1.366436176986363,0.2526211073114689,13683,,,,,8352542,
2023-11-11,133,2032.1128143681008,8131.019776225904,94.0,94,,,,,0.8163701292583528,1.2322943721294235,0.25262111604667736,12865,,,,,7369788,
2023-11-12,10,1592.8800289671399,349.22226831266664,,,,,,,0.51353466714897,1.0927228767929613,0.2720535095887295,823,,,,,538586,
2023-11-13,102,1892.2549389483825,6382.760387850508,77.0,77,,,,,0.4309296856534068,1.2974887757370073,0.25262111604667736,10214,,,,,5194637,
2023-11-14,11,1609.4289467669696,733.985521556,5.0,5,,,,,0.4244092142670783,1.2682008932741968,0.2720535095887295,1277,,,,,795965,
2023-11-15,14,1582.3133546363447,364.357378913477,,,,,,,0.29401424122484027,0.3976487920934934,0.26233731281770345,711,,,,,374247,
2023-11-16,5,1577.3783520609536,260.00542559265716,,,,,,,0.28905705865622766,0.5358196748727602,0.26233731281770345,592,,,,,297495,
2023-11-17,23,1643.8019846618915,1001.145217312339,1.0,1,,,,,0.3519251210142875,1.2680599442183191,0.2720535095887295,1803,,,,,1330554,
2023-11-18,27,1624.5970909380856,1114.3140603750317,5.0,5,,,,,0.37165028732845695,1.206944334371262,0.2584493362258993,2076,,,,,1031868,
2023-11-19,9,1151.9742389681353,310.6923504040902,,,,,,,0.3204578365171996,0.9297163922067433,0.25036050133568977,701,,,,,84841,
